species,elevation
Epicrates crassus,600
Epicrates crassus,824
Epicrates crassus,335
Epicrates crassus,312
Epicrates crassus,147
Epicrates crassus,164
Epicrates crassus,367
Epicrates crassus,671
Epicrates crassus,750
Epicrates crassus,589
Epicrates crassus,330
Epicrates crassus,715
Epicrates crassus,312
Epicrates crassus,314
Epicrates crassus,440
Epicrates crassus,375
Epicrates crassus,220
Epicrates crassus,273
Epicrates crassus,688
Epicrates crassus,550
Epicrates crassus,392
Epicrates crassus,189
Epicrates crassus,390
Epicrates crassus,774
Epicrates crassus,861
Epicrates crassus,244
Epicrates crassus,444
Epicrates crassus,338
Epicrates crassus,305
Epicrates crassus,918
Epicrates crassus,916
Epicrates crassus,663
Epicrates crassus,851
Epicrates crassus,99
Epicrates crassus,285
Epicrates crassus,881
Epicrates crassus,914
Epicrates crassus,565
Epicrates crassus,568
Epicrates crassus,580
Epicrates crassus,288
Epicrates crassus,400
Epicrates crassus,780
Epicrates crassus,617
Epicrates crassus,517
Epicrates crassus,604
Epicrates crassus,1164
Epicrates crassus,1170
Epicrates crassus,610
Epicrates crassus,1067
Epicrates crassus,1067
Epicrates crassus,657
Epicrates crassus,672
Epicrates crassus,576
Epicrates crassus,177
Epicrates crassus,305
Epicrates crassus,687
Epicrates crassus,670
Epicrates crassus,622
Epicrates crassus,1722
Epicrates crassus,464
Epicrates crassus,313
Epicrates crassus,617
Epicrates crassus,904
Epicrates crassus,586
Epicrates crassus,661
Epicrates crassus,265
Epicrates crassus,649
Epicrates crassus,602
Epicrates crassus,851
Epicrates crassus,261
Epicrates crassus,264
Epicrates crassus,313
Epicrates crassus,589
Epicrates crassus,101
Epicrates crassus,78
Epicrates crassus,275
Epicrates crassus,483
Epicrates crassus,109
Epicrates crassus,100
Epicrates crassus,92
Epicrates crassus,82
Epicrates crassus,298
Epicrates crassus,493
Epicrates crassus,256
Epicrates crassus,779
Epicrates crassus,78
Epicrates crassus,173
Epicrates crassus,198
Epicrates crassus,285
Epicrates crassus,305
Epicrates crassus,823
Epicrates crassus,918
Epicrates crassus,811
Epicrates crassus,268
Epicrates crassus,565
Epicrates crassus,187
Epicrates crassus,174
Epicrates crassus,458
Epicrates crassus,778
Epicrates crassus,915
Epicrates crassus,135
Epicrates crassus,555
Epicrates crassus,914
Epicrates crassus,914
Epicrates crassus,218
Epicrates crassus,413
Epicrates crassus,364
Epicrates crassus,60
Epicrates crassus,314
Epicrates crassus,306
Epicrates crassus,667
Epicrates crassus,311
Epicrates crassus,491
Epicrates crassus,420
Epicrates crassus,791
Epicrates crassus,557
Epicrates crassus,457
Epicrates crassus,433
Epicrates crassus,670
Epicrates crassus,898
Epicrates crassus,890
Epicrates crassus,867
Epicrates crassus,602
Epicrates crassus,610
Epicrates crassus,764
Epicrates crassus,260
Epicrates crassus,433
Epicrates crassus,682
Epicrates crassus,672
Epicrates crassus,594
Epicrates crassus,278
Epicrates crassus,326
Epicrates crassus,190
Epicrates crassus,920
Epicrates crassus,139
Epicrates crassus,586
Epicrates crassus,153
Epicrates crassus,543
Epicrates crassus,563
Epicrates crassus,587
Epicrates crassus,932
Epicrates crassus,759
Epicrates crassus,452
Epicrates crassus,146
Epicrates crassus,194
Epicrates crassus,454
Epicrates crassus,177
Epicrates crassus,771
Epicrates crassus,141
Epicrates crassus,133
Epicrates crassus,164
Epicrates crassus,131
Epicrates crassus,709
Epicrates crassus,423
Epicrates crassus,392
Epicrates crassus,427
Epicrates crassus,187
Epicrates crassus,312
Epicrates crassus,328
Epicrates crassus,215
Epicrates crassus,204
Epicrates crassus,688
Epicrates crassus,392
Epicrates crassus,779
Epicrates crassus,914
Epicrates crassus,444
Epicrates crassus,720
Epicrates crassus,857
Epicrates crassus,857
Epicrates crassus,244
Epicrates crassus,837
Epicrates crassus,240
Epicrates crassus,609
Epicrates crassus,769
Epicrates crassus,149
Epicrates crassus,646
Epicrates crassus,344
Epicrates crassus,199
Epicrates crassus,199
Epicrates crassus,524
Epicrates crassus,353
Epicrates crassus,458
Epicrates crassus,559
Epicrates crassus,552
Epicrates crassus,337
Epicrates crassus,590
Epicrates crassus,479
Epicrates crassus,189
Epicrates crassus,930
Epicrates crassus,843
Epicrates crassus,196
Epicrates crassus,181
Epicrates crassus,304
Epicrates crassus,502
Epicrates crassus,182
Epicrates crassus,508
Epicrates crassus,608
Epicrates crassus,703
Epicrates crassus,1057
Epicrates crassus,634
Epicrates crassus,507
Epicrates crassus,337
Epicrates crassus,317
Epicrates crassus,460
Epicrates crassus,319
Epicrates crassus,303
Epicrates crassus,593
Epicrates crassus,314
Epicrates crassus,325
Epicrates crassus,363
Epicrates crassus,683
Epicrates crassus,602
Epicrates crassus,531
Epicrates crassus,610
Epicrates crassus,665
Epicrates crassus,601
Epicrates crassus,370
Epicrates crassus,604
Epicrates crassus,1091
Epicrates crassus,328
Epicrates crassus,893
Epicrates crassus,908
Epicrates crassus,638
Epicrates crassus,589
Epicrates crassus,334
Epicrates crassus,347
Epicrates crassus,306
Epicrates crassus,626
Epicrates crassus,296
Epicrates crassus,425
Epicrates crassus,313
Epicrates crassus,313
Epicrates crassus,182
Epicrates crassus,500
Epicrates crassus,305
Epicrates crassus,692
Epicrates crassus,572
Epicrates crassus,484
Epicrates crassus,610
Epicrates crassus,304
Epicrates crassus,306
Epicrates crassus,296
Epicrates crassus,304
Epicrates crassus,887
Epicrates crassus,601
Epicrates crassus,821
Epicrates crassus,633
Epicrates crassus,309
Epicrates crassus,578
Epicrates crassus,305
Epicrates crassus,319
Epicrates crassus,314
Epicrates crassus,794
Epicrates crassus,690
Epicrates crassus,413
Epicrates crassus,801
Epicrates crassus,538
Epicrates crassus,611
Epicrates crassus,665
Epicrates crassus,313
Epicrates crassus,601
Epicrates crassus,220
Epicrates crassus,117
Epicrates crassus,438
Epicrates crassus,198
Epictia clinorostris*,285
Epictia clinorostris*,219
Epictia clinorostris*,488
Epictia clinorostris*,255
Epictia clinorostris*,312
Erythrolamprus maryellenae,918
Erythrolamprus maryellenae,916
Erythrolamprus maryellenae,452
Erythrolamprus maryellenae,1061
Erythrolamprus maryellenae,1506
Erythrolamprus maryellenae,748
Erythrolamprus maryellenae,474
Erythrolamprus maryellenae,1054
Erythrolamprus maryellenae,602
Erythrolamprus maryellenae,914
Erythrolamprus maryellenae,733
Erythrolamprus maryellenae,891
Erythrolamprus maryellenae,343
Erythrolamprus maryellenae,842
Erythrolamprus maryellenae,1190
Erythrolamprus maryellenae,1402
Erythrolamprus maryellenae,1219
Erythrolamprus maryellenae,1231
Erythrolamprus maryellenae,1436
Erythrolamprus maryellenae,913
Erythrolamprus maryellenae,631
Erythrolamprus maryellenae,907
Erythrolamprus maryellenae,579
Erythrolamprus maryellenae,866
Erythrolamprus maryellenae,1067
Erythrolamprus maryellenae,1067
Erythrolamprus maryellenae,1164
Erythrolamprus maryellenae,899
Erythrolamprus maryellenae,661
Erythrolamprus maryellenae,470
Erythrolamprus maryellenae,996
Erythrolamprus maryellenae,771
Erythrolamprus maryellenae,856
Erythrolamprus maryellenae,857
Eurolophosaurus nanuzae,989
Eurolophosaurus nanuzae,996
Eurolophosaurus nanuzae,877
Eurolophosaurus nanuzae,610
Eurolophosaurus nanuzae,1231
Eurolophosaurus nanuzae,973
Eurolophosaurus nanuzae,1179
Eurolophosaurus nanuzae,889
Eurolophosaurus nanuzae,866
Euryoryzomys lamia,332
Euryoryzomys lamia,909
Euryoryzomys lamia,917
Euryoryzomys lamia,629
Euryoryzomys lamia,932
Euryoryzomys lamia,912
Euryoryzomys lamia,914
Euscarthmus rufomarginatus,247
Euscarthmus rufomarginatus,255
Euscarthmus rufomarginatus,277
Euscarthmus rufomarginatus,629
Euscarthmus rufomarginatus,277
Euscarthmus rufomarginatus,233
Euscarthmus rufomarginatus,813
Euscarthmus rufomarginatus,553
Euscarthmus rufomarginatus,300
Euscarthmus rufomarginatus,1
Euscarthmus rufomarginatus,961
Euscarthmus rufomarginatus,740
Euscarthmus rufomarginatus,1123
Euscarthmus rufomarginatus,595
Euscarthmus rufomarginatus,607
Euscarthmus rufomarginatus,217
Euscarthmus rufomarginatus,196
Euscarthmus rufomarginatus,906
Euscarthmus rufomarginatus,780
Euscarthmus rufomarginatus,594
Euscarthmus rufomarginatus,202
Euscarthmus rufomarginatus,407
Euscarthmus rufomarginatus,777
Euscarthmus rufomarginatus,856
Euscarthmus rufomarginatus,434
Euscarthmus rufomarginatus,419
Euscarthmus rufomarginatus,674
Euscarthmus rufomarginatus,18
Euscarthmus rufomarginatus,882
Euscarthmus rufomarginatus,364
Euscarthmus rufomarginatus,755
Euscarthmus rufomarginatus,618
Euscarthmus rufomarginatus,742
Euscarthmus rufomarginatus,458
Euscarthmus rufomarginatus,759
Euscarthmus rufomarginatus,593
Euscarthmus rufomarginatus,555
Euscarthmus rufomarginatus,299
Euscarthmus rufomarginatus,500
Euscarthmus rufomarginatus,416
Euscarthmus rufomarginatus,909
Euscarthmus rufomarginatus,323
Euscarthmus rufomarginatus,312
Euscarthmus rufomarginatus,420
Euscarthmus rufomarginatus,400
Euscarthmus rufomarginatus,200
Galea flavidens,102
Galea flavidens,445
Galea flavidens,186
Galea flavidens,864
Galea flavidens,817
Galea flavidens,922
Galea flavidens,343
Galea flavidens,262
Galea flavidens,194
Galea flavidens,140
Galea flavidens,291
Galea flavidens,177
Galea flavidens,781
Galea flavidens,1115
Galea flavidens,277
Galea flavidens,210
Galea flavidens,772
Galea flavidens,920
Galea flavidens,310
Galea flavidens,266
Galea flavidens,242
Galea flavidens,405
Galea flavidens,434
Galea flavidens,241
Galea flavidens,312
Galea flavidens,225
Geositta poeciloptera,287
Geositta poeciloptera,1099
Geositta poeciloptera,1095
Geositta poeciloptera,1067
Geositta poeciloptera,1067
Geositta poeciloptera,1087
Geositta poeciloptera,1089
Geositta poeciloptera,1077
Geositta poeciloptera,1086
Geositta poeciloptera,1027
Geositta poeciloptera,1049
Geositta poeciloptera,688
Geositta poeciloptera,674
Geositta poeciloptera,1210
Geositta poeciloptera,303
Geositta poeciloptera,650
Geositta poeciloptera,1040
Geositta poeciloptera,1156
Geositta poeciloptera,491
Geositta poeciloptera,1149
Geositta poeciloptera,1029
Geositta poeciloptera,1170
Geositta poeciloptera,915
Geositta poeciloptera,913
Geositta poeciloptera,931
Geositta poeciloptera,706
Geositta poeciloptera,857
Geositta poeciloptera,929
Geositta poeciloptera,901
Geositta poeciloptera,1194
Geositta poeciloptera,893
Geositta poeciloptera,1219
Geositta poeciloptera,752
Geositta poeciloptera,940
Geositta poeciloptera,922
Geositta poeciloptera,914
Geositta poeciloptera,1034
Geositta poeciloptera,1003
Geositta poeciloptera,612
Geositta poeciloptera,892
Geositta poeciloptera,688
Geositta poeciloptera,1009
Geositta poeciloptera,326
Geositta poeciloptera,321
Geositta poeciloptera,336
Geositta poeciloptera,563
Geositta poeciloptera,757
Geositta poeciloptera,323
Geositta poeciloptera,611
Geositta poeciloptera,661
Geositta poeciloptera,691
Geositta poeciloptera,403
Geositta poeciloptera,688
Geositta poeciloptera,596
Geositta poeciloptera,769
Geositta poeciloptera,610
Geositta poeciloptera,505
Geositta poeciloptera,400
Geositta poeciloptera,915
Geositta poeciloptera,731
Geositta poeciloptera,751
Geositta poeciloptera,921
Geositta poeciloptera,1200
Geositta poeciloptera,677
Geositta poeciloptera,307
Gyldenstolpia planaltensis,1092
Gyldenstolpia planaltensis,1069
Gyldenstolpia planaltensis,310
Gymnodactylus amarali,907
Gymnodactylus amarali,68
Gymnodactylus amarali,113
Gymnodactylus amarali,116
Gymnodactylus amarali,246
Gymnodactylus amarali,1058
Gymnodactylus amarali,625
Gymnodactylus amarali,660
Gymnodactylus amarali,470
Gymnodactylus amarali,283
Gymnodactylus amarali,366
Gymnodactylus amarali,222
Gymnodactylus amarali,771
Gymnodactylus amarali,462
Gymnodactylus amarali,427
Gymnodactylus amarali,715
Gymnodactylus amarali,204
Gymnodactylus amarali,215
Gymnodactylus amarali,277
Gymnodactylus amarali,244
Gymnodactylus amarali,244
Gymnodactylus amarali,384
Gymnodactylus amarali,769
Gymnodactylus amarali,762
Gymnodactylus amarali,199
Gymnodactylus amarali,761
Gymnodactylus amarali,186
Gymnodactylus amarali,296
Gymnodactylus amarali,751
Gymnodactylus amarali,281
Gymnodactylus amarali,600
Gymnodactylus amarali,283
Gymnodactylus amarali,144
Gymnodactylus amarali,375
Gymnodactylus amarali,460
Gymnodactylus amarali,465
Gymnodactylus guttulatus,1227
Helicops boitata*,119
Helicops gomesi*,814
Helicops gomesi*,1092
Helicops gomesi*,771
Helicops gomesi*,771
Helicops gomesi*,890
Helicops gomesi*,516
Helicops gomesi*,402
Helicops gomesi*,912
Helicops gomesi*,624
Helicops gomesi*,628
Helicops gomesi*,645
Helicops gomesi*,914
Helicops gomesi*,914
Helicops gomesi*,325
Helicops gomesi*,303
Helicops gomesi*,392
Helicops gomesi*,610
Helicops gomesi*,566
Helicops gomesi*,573
Helicops gomesi*,670
Helicops gomesi*,916
Helicops gomesi*,432
Helicops gomesi*,450
Helicops gomesi*,610
Helicops gomesi*,643
Helicops gomesi*,580
Helicops gomesi*,514
Helicops gomesi*,502
Helicops gomesi*,507
Helicops gomesi*,446
Helicops gomesi*,579
Helicops gomesi*,597
Helicops gomesi*,507
Helicops gomesi*,610
Helicops gomesi*,514
Helicops gomesi*,587
Helicops gomesi*,720
Helicops gomesi*,473
Helicops gomesi*,490
Helicops gomesi*,466
Helicops gomesi*,607
Helicops gomesi*,631
Helicops gomesi*,476
Helicops gomesi*,550
Helicops gomesi*,457
Helicops gomesi*,298
Helicops gomesi*,298
Helicops gomesi*,611
Helicops gomesi*,610
Helicops gomesi*,272
Helicops gomesi*,604
Helicops gomesi*,311
Helicops gomesi*,928
Helicops phantasma*,87
Helicops phantasma*,642
Helicops phantasma*,150
Helicops phantasma*,115
Helicops phantasma*,150
Helicops phantasma*,204
Helicops phantasma*,199
Herpsilochmus longirostris,150
Herpsilochmus longirostris,506
Herpsilochmus longirostris,305
Herpsilochmus longirostris,593
Herpsilochmus longirostris,471
Herpsilochmus longirostris,933
Herpsilochmus longirostris,371
Herpsilochmus longirostris,916
Herpsilochmus longirostris,629
Herpsilochmus longirostris,1152
Herpsilochmus longirostris,277
Herpsilochmus longirostris,752
Herpsilochmus longirostris,665
Herpsilochmus longirostris,610
Herpsilochmus longirostris,187
Herpsilochmus longirostris,304
Herpsilochmus longirostris,880
Herpsilochmus longirostris,340
Herpsilochmus longirostris,177
Herpsilochmus longirostris,414
Herpsilochmus longirostris,283
Herpsilochmus longirostris,914
Herpsilochmus longirostris,631
Herpsilochmus longirostris,614
Herpsilochmus longirostris,1049
Herpsilochmus longirostris,672
Herpsilochmus longirostris,455
Herpsilochmus longirostris,565
Herpsilochmus longirostris,600
Herpsilochmus longirostris,219
Herpsilochmus longirostris,457
Herpsilochmus longirostris,131
Herpsilochmus longirostris,405
Herpsilochmus longirostris,455
Herpsilochmus longirostris,288
Herpsilochmus longirostris,494
Herpsilochmus longirostris,445
Herpsilochmus longirostris,605
Herpsilochmus longirostris,542
Herpsilochmus longirostris,307
Herpsilochmus longirostris,307
Herpsilochmus longirostris,757
Herpsilochmus longirostris,534
Herpsilochmus longirostris,599
Herpsilochmus longirostris,836
Herpsilochmus longirostris,449
Herpsilochmus longirostris,517
Herpsilochmus longirostris,607
Herpsilochmus longirostris,307
Herpsilochmus longirostris,941
Herpsilochmus longirostris,609
Herpsilochmus longirostris,455
Herpsilochmus longirostris,283
Herpsilochmus longirostris,657
Herpsilochmus longirostris,745
Herpsilochmus longirostris,663
Herpsilochmus longirostris,519
Herpsilochmus longirostris,519
Herpsilochmus longirostris,798
Herpsilochmus longirostris,563
Herpsilochmus longirostris,711
Herpsilochmus longirostris,682
Herpsilochmus longirostris,863
Herpsilochmus longirostris,488
Herpsilochmus longirostris,916
Herpsilochmus longirostris,614
Herpsilochmus longirostris,553
Herpsilochmus longirostris,688
Herpsilochmus longirostris,349
Herpsilochmus longirostris,600
Herpsilochmus longirostris,420
Herpsilochmus longirostris,433
Herpsilochmus longirostris,524
Herpsilochmus longirostris,303
Herpsilochmus longirostris,886
Herpsilochmus longirostris,511
Herpsilochmus longirostris,602
Herpsilochmus longirostris,762
Herpsilochmus longirostris,686
Herpsilochmus longirostris,743
Herpsilochmus longirostris,874
Herpsilochmus longirostris,243
Herpsilochmus longirostris,1037
Herpsilochmus longirostris,610
Herpsilochmus longirostris,490
Herpsilochmus longirostris,610
Herpsilochmus longirostris,588
Herpsilochmus longirostris,277
Herpsilochmus longirostris,917
Herpsilochmus longirostris,92
Herpsilochmus longirostris,613
Herpsilochmus longirostris,365
Herpsilochmus longirostris,614
Herpsilochmus longirostris,1210
Herpsilochmus longirostris,886
Herpsilochmus longirostris,173
Herpsilochmus longirostris,706
Herpsilochmus longirostris,599
Herpsilochmus longirostris,315
Herpsilochmus longirostris,608
Herpsilochmus longirostris,720
Herpsilochmus longirostris,614
Herpsilochmus longirostris,359
Herpsilochmus longirostris,541
Herpsilochmus longirostris,612
Herpsilochmus longirostris,310
Herpsilochmus longirostris,921
Herpsilochmus longirostris,764
Herpsilochmus longirostris,303
Herpsilochmus longirostris,920
Herpsilochmus longirostris,742
Herpsilochmus longirostris,563
Herpsilochmus longirostris,347
Herpsilochmus longirostris,474
Herpsilochmus longirostris,915
Herpsilochmus longirostris,875
Herpsilochmus longirostris,790
Herpsilochmus longirostris,558
Herpsilochmus longirostris,684
Herpsilochmus longirostris,559
Herpsilochmus longirostris,236
Herpsilochmus longirostris,566
Herpsilochmus longirostris,607
Herpsilochmus longirostris,471
Herpsilochmus longirostris,413
Herpsilochmus longirostris,563
Herpsilochmus longirostris,919
Herpsilochmus longirostris,883
Herpsilochmus longirostris,457
Herpsilochmus longirostris,1100
Herpsilochmus longirostris,468
Herpsilochmus longirostris,305
Herpsilochmus longirostris,457
Herpsilochmus longirostris,610
Herpsilochmus longirostris,311
Herpsilochmus longirostris,819
Herpsilochmus longirostris,514
Herpsilochmus longirostris,562
Herpsilochmus longirostris,457
Herpsilochmus longirostris,440
Herpsilochmus longirostris,531
Herpsilochmus longirostris,473
Herpsilochmus longirostris,460
Herpsilochmus longirostris,457
Herpsilochmus longirostris,478
Herpsilochmus longirostris,563
Herpsilochmus longirostris,898
Herpsilochmus longirostris,541
Herpsilochmus longirostris,402
Herpsilochmus longirostris,610
Herpsilochmus longirostris,305
Herpsilochmus longirostris,559
Herpsilochmus longirostris,607
Herpsilochmus longirostris,300
Herpsilochmus longirostris,610
Herpsilochmus longirostris,464
Herpsilochmus longirostris,610
Herpsilochmus longirostris,697
Herpsilochmus longirostris,321
Herpsilochmus longirostris,571
Herpsilochmus longirostris,390
Herpsilochmus longirostris,700
Herpsilochmus longirostris,456
Herpsilochmus longirostris,306
Herpsilochmus longirostris,250
Herpsilochmus longirostris,899
Herpsilochmus longirostris,476
Herpsilochmus longirostris,610
Herpsilochmus longirostris,913
Herpsilochmus longirostris,610
Herpsilochmus longirostris,492
Herpsilochmus longirostris,177
Herpsilochmus longirostris,630
Herpsilochmus longirostris,777
Herpsilochmus longirostris,923
Herpsilochmus longirostris,452
Herpsilochmus longirostris,501
Herpsilochmus longirostris,373
Herpsilochmus longirostris,427
Herpsilochmus longirostris,321
Herpsilochmus longirostris,600
Herpsilochmus longirostris,687
Herpsilochmus longirostris,560
Herpsilochmus longirostris,674
Herpsilochmus longirostris,694
Herpsilochmus longirostris,157
Herpsilochmus longirostris,461
Herpsilochmus longirostris,671
Herpsilochmus longirostris,729
Herpsilochmus longirostris,655
Herpsilochmus longirostris,895
Herpsilochmus longirostris,363
Herpsilochmus longirostris,752
Herpsilochmus longirostris,637
Herpsilochmus longirostris,589
Herpsilochmus longirostris,611
Herpsilochmus longirostris,231
Herpsilochmus longirostris,365
Herpsilochmus longirostris,641
Herpsilochmus longirostris,888
Herpsilochmus longirostris,461
Herpsilochmus longirostris,455
Herpsilochmus longirostris,200
Herpsilochmus longirostris,312
Herpsilochmus longirostris,613
Herpsilochmus longirostris,307
Herpsilochmus longirostris,437
Herpsilochmus longirostris,313
Herpsilochmus longirostris,745
Herpsilochmus longirostris,460
Herpsilochmus longirostris,520
Herpsilochmus longirostris,622
Herpsilochmus longirostris,307
Herpsilochmus longirostris,204
Herpsilochmus longirostris,632
Herpsilochmus longirostris,308
Herpsilochmus longirostris,273
Herpsilochmus longirostris,688
Herpsilochmus longirostris,484
Herpsilochmus longirostris,488
Herpsilochmus longirostris,737
Herpsilochmus longirostris,895
Herpsilochmus longirostris,1003
Herpsilochmus longirostris,854
Herpsilochmus longirostris,314
Herpsilochmus longirostris,475
Herpsilochmus longirostris,1062
Herpsilochmus longirostris,914
Herpsilochmus longirostris,444
Herpsilochmus longirostris,913
Herpsilochmus longirostris,534
Herpsilochmus longirostris,720
Herpsilochmus longirostris,610
Herpsilochmus longirostris,762
Herpsilochmus longirostris,301
Herpsilochmus longirostris,421
Herpsilochmus longirostris,520
Herpsilochmus longirostris,148
Herpsilochmus longirostris,278
Herpsilochmus longirostris,610
Herpsilochmus longirostris,736
Herpsilochmus longirostris,534
Herpsilochmus longirostris,620
Herpsilochmus longirostris,586
Herpsilochmus longirostris,230
Herpsilochmus longirostris,761
Herpsilochmus longirostris,624
Herpsilochmus longirostris,272
Herpsilochmus longirostris,914
Herpsilochmus longirostris,618
Herpsilochmus longirostris,305
Herpsilochmus longirostris,284
Herpsilochmus longirostris,518
Herpsilochmus longirostris,337
Herpsilochmus longirostris,469
Herpsilochmus longirostris,593
Herpsilochmus longirostris,604
Herpsilochmus longirostris,585
Herpsilochmus longirostris,303
Herpsilochmus longirostris,614
Herpsilochmus longirostris,832
Herpsilochmus longirostris,751
Herpsilochmus longirostris,366
Herpsilochmus longirostris,229
Herpsilochmus longirostris,255
Herpsilochmus longirostris,185
Herpsilochmus longirostris,328
Herpsilochmus longirostris,893
Herpsilochmus longirostris,434
Herpsilochmus longirostris,638
Herpsilochmus longirostris,610
Herpsilochmus longirostris,612
Herpsilochmus longirostris,608
Herpsilochmus longirostris,614
Herpsilochmus longirostris,605
Herpsilochmus longirostris,430
Herpsilochmus longirostris,340
Herpsilochmus longirostris,218
Herpsilochmus longirostris,582
Herpsilochmus longirostris,529
Herpsilochmus longirostris,824
Herpsilochmus longirostris,640
Herpsilochmus longirostris,586
Herpsilochmus longirostris,590
Herpsilochmus longirostris,403
Herpsilochmus longirostris,153
Herpsilochmus longirostris,776
Herpsilochmus longirostris,555
Herpsilochmus longirostris,633
Herpsilochmus longirostris,393
Herpsilochmus longirostris,665
Herpsilochmus longirostris,610
Herpsilochmus longirostris,307
Herpsilochmus longirostris,729
Herpsilochmus longirostris,457
Herpsilochmus longirostris,694
Herpsilochmus longirostris,286
Herpsilochmus longirostris,901
Herpsilochmus longirostris,933
Herpsilochmus longirostris,865
Herpsilochmus longirostris,399
Herpsilochmus longirostris,306
Herpsilochmus longirostris,610
Herpsilochmus longirostris,597
Herpsilochmus longirostris,671
Herpsilochmus longirostris,598
Herpsilochmus longirostris,755
Herpsilochmus longirostris,334
Herpsilochmus longirostris,593
Herpsilochmus longirostris,610
Herpsilochmus longirostris,1194
Herpsilochmus longirostris,610
Herpsilochmus longirostris,604
Herpsilochmus longirostris,466
Herpsilochmus longirostris,909
Herpsilochmus longirostris,536
Herpsilochmus longirostris,323
Herpsilochmus longirostris,358
Herpsilochmus longirostris,336
Herpsilochmus longirostris,831
Herpsilochmus longirostris,768
Herpsilochmus longirostris,448
Herpsilochmus longirostris,750
Herpsilochmus longirostris,690
Herpsilochmus longirostris,460
Herpsilochmus longirostris,607
Herpsilochmus longirostris,482
Herpsilochmus longirostris,461
Herpsilochmus longirostris,586
Herpsilochmus longirostris,431
Herpsilochmus longirostris,607
Herpsilochmus longirostris,611
Herpsilochmus longirostris,601
Herpsilochmus longirostris,553
Herpsilochmus longirostris,454
Herpsilochmus longirostris,149
Herpsilochmus longirostris,121
Herpsilochmus longirostris,594
Herpsilochmus longirostris,312
Herpsilochmus longirostris,254
Herpsilochmus longirostris,246
Herpsilochmus longirostris,196
Herpsilochmus longirostris,186
Herpsilochmus longirostris,184
Herpsilochmus longirostris,161
Herpsilochmus longirostris,310
Herpsilochmus longirostris,239
Herpsilochmus longirostris,255
Herpsilochmus longirostris,610
Herpsilochmus longirostris,457
Herpsilochmus longirostris,454
Heterodactylus lundii,915
Heterodactylus lundii,928
Heterodactylus lundii,929
Holochilus sciureus,917
Holochilus sciureus,542
Holochilus sciureus,398
Holochilus sciureus,93
Holochilus sciureus,197
Holochilus sciureus,605
Holochilus sciureus,250
Holochilus sciureus,160
Holochilus sciureus,170
Holochilus sciureus,139
Hoplocercus spinosus,264
Hoplocercus spinosus,304
Hoplocercus spinosus,1164
Hoplocercus spinosus,427
Hoplocercus spinosus,771
Hoplocercus spinosus,989
Hoplocercus spinosus,778
Hoplocercus spinosus,196
Hoplocercus spinosus,828
Hoplocercus spinosus,465
Hoplocercus spinosus,157
Hoplocercus spinosus,1
Hoplocercus spinosus,691
Hoplocercus spinosus,372
Hoplocercus spinosus,176
Hoplocercus spinosus,180
Hoplocercus spinosus,417
Hoplocercus spinosus,167
Hoplocercus spinosus,182
Hoplocercus spinosus,599
Hoplocercus spinosus,278
Hoplocercus spinosus,285
Hoplocercus spinosus,371
Hoplocercus spinosus,170
Hoplocercus spinosus,649
Hoplocercus spinosus,288
Hoplocercus spinosus,312
Hoplocercus spinosus,177
Hoplocercus spinosus,400
Hoplocercus spinosus,259
Hoplocercus spinosus,310
Hoplocercus spinosus,254
Hoplocercus spinosus,532
Hoplocercus spinosus,610
Hoplocercus spinosus,100
Hoplocercus spinosus,300
Hoplocercus spinosus,457
Hoplocercus spinosus,305
Hoplocercus spinosus,583
Hoplocercus spinosus,178
Hoplocercus spinosus,161
Hoplocercus spinosus,215
Hoplocercus spinosus,421
Hydropsalis candicans,253
Hydropsalis candicans,229
Hydropsalis candicans,688
Hydropsalis candicans,198
Hydropsalis candicans,674
Hydropsalis candicans,713
Hydropsalis candicans,742
Hydropsalis candicans,745
Hydropsalis candicans,750
Hydropsalis candicans,212
Hylaeamys acritus,135
Hylaeamys acritus,159
Hylaeamys acritus,195
Hylaeamys acritus,195
Hylaeamys acritus,250
Hylodes otavioi,827
Hylodes otavioi,846
Hylodes otavioi,1231
Ischnocnema penaxavantinho,900
Ischnocnema penaxavantinho,882
Ischnocnema penaxavantinho,923
Ischnocnema penaxavantinho,914
Ischnocnema penaxavantinho,842
Juscelinomys candango,1092
Juscelinomys huanchacae,316
Juscelinomys huanchacae,242
Juscelinomys huanchacae,200
Juscelinomys huanchacae,195
Kentropyx paulensis,614
Kentropyx paulensis,375
Kentropyx paulensis,483
Kentropyx paulensis,219
Kentropyx paulensis,788
Kentropyx paulensis,1164
Kentropyx paulensis,782
Kentropyx paulensis,649
Kentropyx paulensis,880
Kentropyx paulensis,198
Kentropyx paulensis,196
Kentropyx paulensis,670
Kentropyx paulensis,804
Kentropyx paulensis,771
Kentropyx paulensis,609
Kentropyx paulensis,427
Kentropyx paulensis,688
Kentropyx paulensis,697
Kentropyx paulensis,569
Kentropyx paulensis,649
Kentropyx paulensis,303
Kentropyx vanzoi,321
Kentropyx vanzoi,304
Kentropyx vanzoi,500
Kentropyx vanzoi,300
Kentropyx vanzoi,649
Kentropyx vanzoi,363
Kentropyx vanzoi,321
Kentropyx vanzoi,434
Kentropyx vanzoi,149
Kentropyx vanzoi,457
Kentropyx vanzoi,310
Kentropyx vanzoi,186
Kentropyx vanzoi,259
Kentropyx vanzoi,601
Kerodon acrobata,406
Kerodon acrobata,478
Kerodon acrobata,546
Kerodon acrobata,457
Kerodon acrobata,660
Kerodon acrobata,614
