species,voucher,series,locality,municipality,state,country,latitude,longitude,elevation
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Cerrados, vale do Rio Palmeiras",TO,Brazil,-12.1833,-46.8,498
Alipiopsitta xanthops,WikiAves,,,Chapada dos Guimarães,MT,Brazil,-15.4615,-55.7505,740
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Chapada dos Guimarães/MT,MT,Brazil,-15.4615,-55.7505,740
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Chapada dos Veadeiros, Parque Nacional da Chapada dos Veadeiros, Goiás",GO,Brazil,-14.1167,-47.5167,1123
Alipiopsitta xanthops,WikiAves,,,Chapada Gaúcha,MG,Brazil,-15.3065,-45.6184,821
Alipiopsitta xanthops,WikiAves,,,Chapadão do Céu,GO,Brazil,-18.4085,-52.5494,688
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Chapadão do Céu/GO,GO,Brazil,-18.4085,-52.5494,688
Alipiopsitta xanthops,WikiAves,,,Cocalinho,MT,Brazil,-14.3975,-50.9964,243
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Cocalinho, Rio Araguaia",MT,Brazil,-14.3833,-51,243
Alipiopsitta xanthops,WikiAves,,,Cocalzinho de Goiás,GO,Brazil,-15.7945,-48.7764,1037
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Cocalzinho de Goiás/GO,GO,Brazil,-15.7945,-48.7764,1037
Alipiopsitta xanthops,WikiAves,,,Cocos,BA,Brazil,-14.1845,-44.5344,576
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Cocos/BA,BA,Brazil,-14.1845,-44.5344,576
Alipiopsitta xanthops,WikiAves,,,Corguinho,MS,Brazil,-19.8325,-54.8295,277
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Corguinho/MS,MS,Brazil,-19.8325,-54.8295,277
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Coromandel,MG,Brazil,-18.4667,-47.2167,918
Alipiopsitta xanthops,WikiAves,,,Coromandel,MG,Brazil,-18.4735,-47.2004,917
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Coromandel/MG,MG,Brazil,-18.4735,-47.2004,917
Alipiopsitta xanthops,WikiAves,,,Córrego Danta,MG,Brazil,-19.8245,-45.9044,877
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Córrego Danta/MG,MG,Brazil,-19.8245,-45.9044,877
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Corrego dos Macacos, Rio Maranhao, Uruacu",GO,Brazil,-14.5,-49.1667,560
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Corrego dos Ovos, Varzea da Palma",MG,Brazil,-17.3833,-44.8,521
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Corrego Estivador, afluente do Rio Arinos",MT,Brazil,-14.4167,-56.05,445
Alipiopsitta xanthops,WikiAves,,,Corumbá,MS,Brazil,-19.0095,-57.6535,92
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Corumbá/MS,MS,Brazil,-19.0095,-57.6535,92
Alipiopsitta xanthops,WikiAves,,,Costa Rica,MS,Brazil,-18.5445,-53.1295,613
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Costa Rica/MS,MS,Brazil,-18.5445,-53.1295,613
Alipiopsitta xanthops,12193,,,Coxim,MS,Brazil,-18.5,-54.75,285
Alipiopsitta xanthops,WikiAves,,,Coxim,MS,Brazil,-18.5075,-54.7605,246
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Coxim = Fazenda Monte Verde,MS,Brazil,-18.5,-54.75,285
Alipiopsitta xanthops,17098,,,"Coxim, Fazenda Recreio",MS,Brazil,-18.2167,-54.6667,365
Alipiopsitta xanthops,17100,,,"Coxim, Fazenda Recreio",MS,Brazil,-18.2167,-54.6667,365
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Coxim/MS,MS,Brazil,-18.5075,-54.7605,246
Alipiopsitta xanthops,WikiAves,,,Cristalina,GO,Brazil,-16.7695,-47.6144,1210
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Cristalina/GO,GO,Brazil,-16.7695,-47.6144,1210
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Cuiabá,MT,Brazil,-15.5833,-56.0833,198
Alipiopsitta xanthops,WikiAves,,,Curvelo,MG,Brazil,-18.7565,-44.4314,613
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Curvelo/MG,MG,Brazil,-18.7565,-44.4314,613
Alipiopsitta xanthops,WikiAves,,,Davinópolis,GO,Brazil,-18.1535,-47.5624,659
Alipiopsitta xanthops,WikiAves,,,Delfinópolis,MG,Brazil,-20.3445,-46.8544,706
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Delfinópolis/MG,MG,Brazil,-20.3445,-46.8544,706
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Dianapolis,TO,Brazil,-11.7,-46.7333,544
Alipiopsitta xanthops,WikiAves,,,Divinópolis do Tocantins,TO,Brazil,-9.8005,-49.2144,306
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Divinópolis do Tocantins/TO,TO,Brazil,-9.8005,-49.2144,306
Alipiopsitta xanthops,WikiAves,,,Dom Bosco,MG,Brazil,-16.6525,-46.2714,617
Alipiopsitta xanthops,WikiAves,,,Douradoquara,MG,Brazil,-18.4315,-47.6094,636
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Douradoquara/MG,MG,Brazil,-18.4315,-47.6094,636
Alipiopsitta xanthops,WikiAves,,,Dourados,MS,Brazil,-22.2215,-54.8065,359
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Engenho do Pari,MT,Brazil,-15.5833,-56.0833,198
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Estação de pesquisa e desenvolvimento ambiental Galheiro, Perdizes",MG,Brazil,-19.2,-47.1333,843
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Estação Ecologica de Aguas Emendadas, Planaltina",DF,Brazil,-15.5333,-47.6167,1049
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Estrada do Paraona, Brasília",DF,Brazil,-15.7833,-47.9167,1087
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Estreito, Rio Tocantins",MA,Brazil,-6.55,-47.4333,150
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Fazenda Agua Limpa, Brasília",DF,Brazil,-15.95,-47.9333,1112
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Fazenda Arica Mirim, Rio Arica, Expedição ao Alto Tapajós",MT,Brazil,-15.9833,-55.9167,121
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Fazenda Brejao, Brasilandia de Minas",MG,Brazil,-17.0667,-45.9,557
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Fazenda Cabeceira do Prata, Rios da Prata e Olho D'Agua, Jardim",MS,Brazil,-21.45,-56.4333,286
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Fazenda da Barra, Projeto Vivo, Foz do Rio Formoso, Bonito",MS,Brazil,-21.1,-56.2167,193
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Fazenda do Coronel João Pereira,MT,Brazil,-16.25,-57.55,308
Alipiopsitta xanthops,5079,,,Fazenda Faia,MS,Brazil,-18.4667,-57.3667,79
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Fazenda Nhumirim,MS,Brazil,-18.9833,-56.65,96
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Fazenda Salina, Barranco Alto",MS,Brazil,-19.5833,-56.15,86
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Fazenda São Miguel, Unai",MG,Brazil,-15.8333,-46.5,702
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Fazenda Sueli, Aliança do Tocantins",TO,Brazil,-11.3,-48.9333,305
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Fazenda Tres Batistella, Rio Claro, Montes Claros de Goiás",GO,Brazil,-15.9,-51.4,305
Alipiopsitta xanthops,WikiAves,,,Flores de Goiás,GO,Brazil,-14.4495,-47.0504,435
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Flores de Goiás/GO,GO,Brazil,-14.4495,-47.0504,435
Alipiopsitta xanthops,WikiAves,,,Formosa,GO,Brazil,-15.5375,-47.3344,921
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Formosa/GO,GO,Brazil,-15.5375,-47.3344,921
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Formoso,MG,Brazil,-14.9333,-46.2167,765
Alipiopsitta xanthops,WikiAves,,,Formoso do Araguaia,TO,Brazil,-11.7975,-49.5294,303
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Fragmento BC-1,MG,Brazil,-17.4833,-47.3333,916
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Fragmento BC-4,MG,Brazil,-17.5667,-47.1333,892
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Fragmentos a sudeste de Uberaba,MG,Brazil,-19.8667,-47.8833,609
Alipiopsitta xanthops,WikiAves,,,Franca,SP,Brazil,-20.5395,-47.4014,920
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Franca/SP,SP,Brazil,-20.5395,-47.4014,920
Alipiopsitta xanthops,WikiAves,,,Glória de Dourados,MS,Brazil,-22.4185,-54.2335,325
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Goiania,GO,Brazil,-16.6667,-49.2667,797
Alipiopsitta xanthops,WikiAves,,,Goianorte,TO,Brazil,-8.7765,-48.9324,229
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Goianorte/TO,TO,Brazil,-8.7765,-48.9324,229
Alipiopsitta xanthops,WikiAves,,,Guimarânia,MG,Brazil,-18.8445,-46.7934,919
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Guimarânia/MG,MG,Brazil,-18.8445,-46.7934,919
Alipiopsitta xanthops,WikiAves,,,Guiratinga,MT,Brazil,-16.3495,-53.7584,564
Alipiopsitta xanthops,WikiAves,,,Ibiá,MG,Brazil,-19.4785,-46.5394,912
Alipiopsitta xanthops,WikiAves,,,Ibiraci,MG,Brazil,-20.4625,-47.1224,1100
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Ibiraci/MG,MG,Brazil,-20.4625,-47.1224,1100
Alipiopsitta xanthops,WikiAves,,,Ilha Solteira,SP,Brazil,-20.4335,-51.3434,314
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Ilha Solteira/SP,SP,Brazil,-20.4335,-51.3434,314
Alipiopsitta xanthops,WikiAves,,,Inocência,MS,Brazil,-19.7265,-51.9305,514
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Inocência/MS,MS,Brazil,-19.7265,-51.9305,514
Alipiopsitta xanthops,WikiAves,,,Itacambira,MG,Brazil,-17.0655,-43.3094,1081
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Itacarambi,MG,Brazil,-15.0833,-44.1167,493
Alipiopsitta xanthops,5081,,,Itapura,SP,Brazil,-20.6667,-51.5167,298
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Itapura (=baixo rio Tiete),SP,Brazil,-20.6667,-51.5167,298
Alipiopsitta xanthops,WikiAves,,,Itiquira,MT,Brazil,-17.2095,-54.1505,563
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Itiquira/MT,MT,Brazil,-17.2095,-54.1505,563
Alipiopsitta xanthops,WikiAves,,,Ivinhema,MS,Brazil,-22.3055,-53.8155,305
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Ivinhema/MS,MS,Brazil,-22.3055,-53.8155,305
Alipiopsitta xanthops,WikiAves,,,Jaborandi,BA,Brazil,-13.6195,-44.4334,564
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Jaborandi/BA,BA,Brazil,-13.6195,-44.4334,564
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Jaciara,MT,Brazil,-15.9833,-55.0333,361
Alipiopsitta xanthops,WikiAves,,,Jaciara,MT,Brazil,-15.9655,-54.9685,300
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Jaciara/MT,MT,Brazil,-15.9655,-54.9685,300
Alipiopsitta xanthops,WikiAves,,,Jardim,MS,Brazil,-21.4805,-56.1385,252
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Jardim/MS,MS,Brazil,-21.4805,-56.1385,252
Alipiopsitta xanthops,WikiAves,,,Jataí,GO,Brazil,-17.8815,-51.7144,697
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Jataí/GO,GO,Brazil,-17.8815,-51.7144,697
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,João Pinheiro,MG,Brazil,-17.75,-46.1667,700
Alipiopsitta xanthops,WikiAves,,,João Pinheiro,MG,Brazil,-17.7435,-46.1734,700
Alipiopsitta xanthops,WikiAves,,,Junqueirópolis,SP,Brazil,-21.5155,-51.4344,306
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Junqueirópolis/SP,SP,Brazil,-21.5155,-51.4344,306
Alipiopsitta xanthops,WikiAves,,,Lagoa da Confusão,TO,Brazil,-10.7945,-49.6244,250
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Lagoa da Confusão/TO,TO,Brazil,-10.7945,-49.6244,250
Alipiopsitta xanthops,WikiAves,,,Lagoa Formosa,MG,Brazil,-18.7795,-46.4084,895
Alipiopsitta xanthops,WikiAves,,,Lagoa Grande,MG,Brazil,-17.8355,-46.5144,603
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Mancha Verde,MA,Brazil,-6.5833,-43.6167,355
Alipiopsitta xanthops,WikiAves,,,Marianópolis do Tocantins,TO,Brazil,-9.7965,-49.6544,291
Alipiopsitta xanthops,79509,,,"Mata do Rio Galhão, Mateiros",TO,Brazil,-10.5167,-46.1,687
Alipiopsitta xanthops,WikiAves,,,Mateiros,TO,Brazil,-10.5485,-46.4214,540
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Mateiros/TO,TO,Brazil,-10.5485,-46.4214,540
Alipiopsitta xanthops,WikiAves,,,Matrinchã,GO,Brazil,-15.4445,-50.7464,331
Alipiopsitta xanthops,WikiAves,,,Medeiros,MG,Brazil,-19.9965,-46.2264,914
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Medeiros/MG,MG,Brazil,-19.9965,-46.2264,914
Alipiopsitta xanthops,WikiAves,,,Mineiros,GO,Brazil,-17.5695,-52.5514,674
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Mineiros/GO,GO,Brazil,-17.5695,-52.5514,674
Alipiopsitta xanthops,WikiAves,,,Monte Carmelo,MG,Brazil,-18.7255,-47.4994,907
Alipiopsitta xanthops,WikiAves,,,Monte Castelo,SP,Brazil,-21.2995,-51.5695,375
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Monte Castelo/SP,SP,Brazil,-21.2995,-51.5695,375
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Monte do Carmo,TO,Brazil,-10.7628,-48.1089,401
Alipiopsitta xanthops,WikiAves,,,Montividiu,GO,Brazil,-17.4445,-51.1754,755
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Montividiu/GO,GO,Brazil,-17.4445,-51.1754,755
Alipiopsitta xanthops,WikiAves,,,Nioaque,MS,Brazil,-21.1355,-55.8305,219
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Nioaque/MS,MS,Brazil,-21.1355,-55.8305,219
Alipiopsitta xanthops,WikiAves,,,Niquelândia,GO,Brazil,-14.4745,-48.4604,715
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Niquelândia/GO,GO,Brazil,-14.4745,-48.4604,715
Alipiopsitta xanthops,WikiAves,,,Nova Alvorada do Sul,MS,Brazil,-21.4665,-54.3845,385
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Nova Alvorada do Sul/MS,MS,Brazil,-21.4665,-54.3845,385
Alipiopsitta xanthops,WikiAves,,,Nova Andradina,MS,Brazil,-22.2335,-53.3435,312
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Nova Andradina/MS,MS,Brazil,-22.2335,-53.3435,312
Alipiopsitta xanthops,WikiAves,,,Nova Crixás,GO,Brazil,-14.0995,-50.3274,307
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Nova Crixás/GO,GO,Brazil,-14.0995,-50.3274,307
Alipiopsitta xanthops,WikiAves,,,Nova Ponte,MG,Brazil,-19.1365,-47.6834,825
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Nova Ponte (vereda do Bugio),MG,Brazil,-19.1333,-47.6833,738
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Nova Ponte/MG,MG,Brazil,-19.1365,-47.6834,825
Alipiopsitta xanthops,WikiAves,,,Nova Xavantina,MT,Brazil,-14.6735,-52.3534,314
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Nova Xavantina/MT,MT,Brazil,-14.6735,-52.3534,314
Alipiopsitta xanthops,WikiAves,,,Novo Santo Antônio,MT,Brazil,-12.2905,-50.9684,210
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Novo Santo Antônio/MT,MT,Brazil,-12.2905,-50.9684,210
Alipiopsitta xanthops,WikiAves,,,Novo São Joaquim,MT,Brazil,-14.9065,-53.0184,527
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Novo São Joaquim/MT,MT,Brazil,-14.9065,-53.0184,527
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Oliveira,MG,Brazil,-20.6833,-44.8167,928
Alipiopsitta xanthops,WikiAves,,,Ouvidor,GO,Brazil,-18.2345,-47.8394,733
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Ouvidor/GO,GO,Brazil,-18.2345,-47.8394,733
Alipiopsitta xanthops,WikiAves,,,Palmas,TO,Brazil,-10.1675,-48.3334,213
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Palmas/TO,TO,Brazil,-10.1675,-48.3334,213
Alipiopsitta xanthops,WikiAves,,,Palmeirante,TO,Brazil,-7.8605,-47.9264,98
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Palmeirante/TO,TO,Brazil,-7.8605,-47.9264,98
Alipiopsitta xanthops,WikiAves,,,Panorama,SP,Brazil,-21.3565,-51.8605,273
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Panorama/SP,SP,Brazil,-21.3565,-51.8605,273
Alipiopsitta xanthops,WikiAves,,,Paracatu,MG,Brazil,-17.2225,-46.8754,700
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Paracatu/MG,MG,Brazil,-17.2225,-46.8754,700
Alipiopsitta xanthops,WikiAves,,,Paranatinga,MT,Brazil,-14.4325,-54.0514,488
Alipiopsitta xanthops,4330,,,Parnaguá,PI,Brazil,-10.2167,-44.6333,457
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Parque Estadual das Nascentes do Rio Taquari, Alcinopolis e Costa Rica",MS,Brazil,-18.1,-53.3,627
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Parque Estadual do Jalapao,TO,Brazil,-10.4667,-46.3167,618
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Parque Estadual Matas do Segredo, Campo Grande",MS,Brazil,-20.3833,-54.5833,673
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Parque Florestal Salto e Ponte, Prata",MG,Brazil,-19.2,-48.1333,915
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Parque Nacional das Emas,GO,Brazil,-18,-52.75,742
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Parque Nacional das Nascentes do Rio Parnaiba (APA Serra da Tabatinga),PI,Brazil,-10,-45.8,458
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Parque Nacional de Brasília, PARNA Brasília",DF,Brazil,-15.7167,-47.95,1077
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Parque Nacional Grande Sertão Veredas,MG,Brazil,-15.35,-45.8333,759
Alipiopsitta xanthops,WikiAves,,,Patos de Minas,MG,Brazil,-18.5795,-46.5184,895
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Patos de Minas/MG,MG,Brazil,-18.5795,-46.5184,895
Alipiopsitta xanthops,WikiAves,,,Patrocínio,MG,Brazil,-18.9445,-46.9934,1003
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Patrocínio/MG,MG,Brazil,-18.9445,-46.9934,1003
Alipiopsitta xanthops,WikiAves,,,Pedregulho,SP,Brazil,-20.2575,-47.4774,1062
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Pedregulho/SP,SP,Brazil,-20.2575,-47.4774,1062
Alipiopsitta xanthops,WikiAves,,,Pedro Gomes,MS,Brazil,-18.1015,-54.5525,325
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Pedro Gomes/MS,MS,Brazil,-18.1015,-54.5525,325
Alipiopsitta xanthops,WikiAves,,,Peixe,TO,Brazil,-12.0255,-48.5394,245
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Peixe/TO,TO,Brazil,-12.0255,-48.5394,245
Alipiopsitta xanthops,WikiAves,,,Perdizes,MG,Brazil,-19.3535,-47.2934,913
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Perdizes/MG,MG,Brazil,-19.3535,-47.2934,913
Alipiopsitta xanthops,WikiAves,,,Pirapora,MG,Brazil,-17.3455,-44.9424,525
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Pirapora, Rio São Francisco",MG,Brazil,-17.35,-44.9333,542
Alipiopsitta xanthops,WikiAves,,,Pirenópolis,GO,Brazil,-15.8525,-48.9594,762
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Pirenópolis/GO,GO,Brazil,-15.8525,-48.9594,762
Alipiopsitta xanthops,WikiAves,,,Pium,TO,Brazil,-10.4435,-49.1824,301
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Pium/TO,TO,Brazil,-10.4435,-49.1824,301
Alipiopsitta xanthops,WikiAves,,,Planaltina,GO,Brazil,-15.4535,-47.6144,1074
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Planaltina/GO,GO,Brazil,-15.4535,-47.6144,1074
Alipiopsitta xanthops,WikiAves,,,Pontal do Araguaia,MT,Brazil,-15.9345,-52.3174,297
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Pontal do Araguaia/MT,MT,Brazil,-15.9345,-52.3174,297
Alipiopsitta xanthops,WikiAves,,,Porteirão,GO,Brazil,-17.8155,-50.1644,534
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Porto do Rio Paraná,SP,Brazil,-20.1167,-47.9667,564
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Porto Faia (Fazenda Faya),MS,Brazil,-18.4667,-57.3667,79
Alipiopsitta xanthops,WikiAves,,,Porto Nacional,TO,Brazil,-10.7085,-48.4174,199
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Porto Nacional/TO,TO,Brazil,-10.7085,-48.4174,199
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Pouzo das Lages,MT,Brazil,-15.65,-56.2,207
Alipiopsitta xanthops,WikiAves,,,Presidente Epitácio,SP,Brazil,-21.7635,-52.1165,272
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Presidente Epitácio/SP,SP,Brazil,-21.7635,-52.1165,272
Alipiopsitta xanthops,WikiAves,,,Presidente Olegário,MG,Brazil,-18.4185,-46.4184,914
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Presidente Olegário/MG,MG,Brazil,-18.4185,-46.4184,914
Alipiopsitta xanthops,WikiAves,,,Presidente Venceslau,SP,Brazil,-21.8765,-51.8445,356
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Presidente Venceslau/SP,SP,Brazil,-21.8765,-51.8445,356
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Reserva Ecologica do IBGE, Brasília",DF,Brazil,-15.9333,-47.8833,1099
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Reserva Legal do Clube Caça e Pesca Itororo, Uberlandia",MG,Brazil,-18.95,-48.2,722
Alipiopsitta xanthops,WikiAves,,,Riachinho,MG,Brazil,-16.2305,-45.9924,579
Alipiopsitta xanthops,WikiAves,,,Ribas do Rio Pardo,MS,Brazil,-20.4435,-53.7595,337
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Ribas do Rio Pardo/MS,MS,Brazil,-20.4435,-53.7595,337
Alipiopsitta xanthops,WikiAves,,,Ribeirão Cascalheira,MT,Brazil,-12.9425,-51.8244,469
Alipiopsitta xanthops,WikiAves,,,Rifaina,SP,Brazil,-20.0815,-47.4214,604
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Rifaina/SP,SP,Brazil,-20.0815,-47.4214,604
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,"Rio Araguaia, Aragarças",GO,Brazil,-15.9167,-52.25,303
Alipiopsitta xanthops,30161,,,"Rio Aricá, Fazenda Aricá",MT,Brazil,-15.9833,-55.9167,121
Alipiopsitta xanthops,30162,,,"Rio Aricá, Fazenda Aricá",MT,Brazil,-15.9833,-55.9167,121
Alipiopsitta xanthops,30163,,,"Rio Aricá, Fazenda Aricá",MT,Brazil,-15.9833,-55.9167,121
Alipiopsitta xanthops,30164,,,"Rio Aricá, Fazenda Aricá",MT,Brazil,-15.9833,-55.9167,121
Alipiopsitta xanthops,30165,,,"Rio Aricá, Fazenda Aricá",MT,Brazil,-15.9833,-55.9167,121
Alipiopsitta xanthops,30166,,,"Rio Aricá, Fazenda Aricá",MT,Brazil,-15.9833,-55.9167,121
Alipiopsitta xanthops,30167,,,"Rio Aricá, Fazenda Aricá",MT,Brazil,-15.9833,-55.9167,121
Alipiopsitta xanthops,WikiAves,,,Rio da Conceição,TO,Brazil,-11.4005,-46.8834,528
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Rio da Conceição/TO,TO,Brazil,-11.4005,-46.8834,528
Alipiopsitta xanthops,35030,,,"Rio das Mortes, São Domingos",MT,Brazil,-13.5,-51.3833,301
Alipiopsitta xanthops,35031,,,"Rio das Mortes, São Domingos",MT,Brazil,-13.5,-51.3833,301
Alipiopsitta xanthops,WikiAves,,,Rio Negro,MS,Brazil,-19.4495,-54.9875,231
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Rio Negro/MS,MS,Brazil,-19.4495,-54.9875,231
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Rio Palmeiras,TO,Brazil,-12.0833,-46.7667,509
Alipiopsitta xanthops,5078,,,"Rio Paraná, Porto Faia",MS,Brazil,-18.4667,-57.3667,79
Alipiopsitta xanthops,WikiAves,,,Rio Paranaíba,MG,Brazil,-19.1945,-46.2474,929
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Rio Paranaíba/MG,MG,Brazil,-19.1945,-46.2474,929
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Rio Preto,BA,Brazil,-11.35,-43.8667,422
Alipiopsitta xanthops,WikiAves,,,Rio Verde,GO,Brazil,-17.7985,-50.9284,751
Alipiopsitta xanthops,WikiAves,,,Rio Verde de Mato Grosso,MS,Brazil,-18.9185,-54.8445,366
Alipiopsitta xanthops,"Esteves-Lopes, 2005",,,Rio Verde de Mato Grosso/MS,MS,Brazil,-18.9185,-54.8445,366
Alipiopsitta xanthops,WikiAves,,,Rubinéia,SP,Brazil,-20.1795,-51.0024,328
