species,elevation,sample
Bothrops pauloensis,633,333
Bothrops pauloensis,633,333
Bothrops pauloensis,633,333
Bothrops pauloensis,633,333
Bothrops pauloensis,633,333
Bothrops pauloensis,633,333
Bothrops pauloensis,633,333
Bothrops pauloensis,633,333
Bothrops pauloensis,633,333
Bothrops pauloensis,633,333
Bothrops pauloensis,633,333
Bothrops pauloensis,633,333
Bothrops pauloensis,633,333
Bothrops pauloensis,417,163
Bothrops pauloensis,417,163
Bothrops pauloensis,417,163
Bothrops pauloensis,417,163
Bothrops pauloensis,433,163
Bothrops pauloensis,466,163
Bothrops pauloensis,466,163
Bothrops pauloensis,417,163
Bothrops pauloensis,417,163
Bothrops pauloensis,417,163
Bothrops pauloensis,417,163
Bothrops pauloensis,417,163
Bothrops pauloensis,585,312
Bothrops pauloensis,585,312
Bothrops pauloensis,585,312
Bothrops pauloensis,585,312
Bothrops pauloensis,585,312
Bothrops pauloensis,347,227
Bothrops pauloensis,314,227
Bothrops pauloensis,314,227
Bothrops pauloensis,314,227
Bothrops pauloensis,314,227
Bothrops pauloensis,602,312
Bothrops pauloensis,602,312
Bothrops pauloensis,587,312
Bothrops pauloensis,602,312
Bothrops pauloensis,610,312
Bothrops pauloensis,610,312
Bothrops pauloensis,602,312
Bothrops pauloensis,602,312
Bothrops pauloensis,303,227
Bothrops pauloensis,303,227
Bothrops pauloensis,303,227
Bothrops pauloensis,321,227
Bothrops pauloensis,321,227
Bothrops pauloensis,321,227
Bothrops pauloensis,321,227
Bothrops pauloensis,321,227
Bothrops pauloensis,321,227
Bothrops pauloensis,314,227
Bothrops pauloensis,618,333
Bothrops pauloensis,618,333
Bothrops pauloensis,626,333
Bothrops pauloensis,626,333
Bothrops pauloensis,618,333
Bothrops pauloensis,618,333
Bothrops pauloensis,762,310
Bothrops pauloensis,762,310
Bothrops pauloensis,739,310
Bothrops pauloensis,744,310
Bothrops pauloensis,744,310
Bothrops pauloensis,750,310
Bothrops pauloensis,762,310
Bothrops pauloensis,762,310
Bothrops pauloensis,762,310
Bothrops pauloensis,906,352
Bothrops pauloensis,932,352
Bothrops pauloensis,906,352
Bothrops pauloensis,610,329
Bothrops pauloensis,610,329
Bothrops pauloensis,610,329
Bothrops pauloensis,610,329
Bothrops pauloensis,610,329
Bothrops pauloensis,610,329
Bothrops pauloensis,610,329
Bothrops pauloensis,610,329
Bothrops pauloensis,898,312
Bothrops pauloensis,898,312
Bothrops pauloensis,845,312
Bothrops pauloensis,845,312
Bothrops pauloensis,611,334
Bothrops pauloensis,199,32
Calassomys apicalis,1175,392
Calassomys apicalis,1256,392
Calassomys apicalis,1230,392
Callithrix penicillata,853,309
Callithrix penicillata,934,308
Callithrix penicillata,611,372
Callithrix penicillata,1074,306
Callithrix penicillata,1220,306
Callithrix penicillata,1215,306
Callithrix penicillata,1088,306
Callithrix penicillata,597,348
Callithrix penicillata,919,327
Callithrix penicillata,880,373
Callithrix penicillata,855,394
Callithrix penicillata,434,386
Callithrix penicillata,470,389
Callithrix penicillata,457,389
Callithrix penicillata,614,311
Callithrix penicillata,920,394
Callithrix penicillata,1182,374
Callithrix penicillata,691,412
Callithrix penicillata,383,304
Callithrix penicillata,552,371
Callithrix penicillata,1190,394
Callithrix penicillata,665,332
Callithrix penicillata,1069,306
Callithrix penicillata,914,286
Callithrix penicillata,714,309
Callithrix penicillata,722,309
Callithrix penicillata,502,365
Callithrix penicillata,446,408
Callithrix penicillata,550,387
Callithrix penicillata,1092,306
Callithrix penicillata,917,285
Callithrix penicillata,291,222
Callithrix penicillata,745,287
Callithrix penicillata,478,325
Callithrix penicillata,884,308
Callithrix penicillata,572,263
Callithrix penicillata,650,264
Callithrix penicillata,922,327
Callithrix penicillata,781,286
Callithrix penicillata,870,286
Callithrix penicillata,867,264
Callithrix penicillata,649,285
Callithrix penicillata,888,285
Callithrix penicillata,917,304
Callithrix penicillata,741,203
Callithrix penicillata,1074,305
Callithrix penicillata,828,265
Callithrix penicillata,1115,304
Callithrix penicillata,914,309
Callithrix penicillata,597,348
Callithrix penicillata,613,393
Callithrix penicillata,1229,394
Callithrix penicillata,897,394
Callithrix penicillata,700,350
Callithrix penicillata,550,371
Callithrix penicillata,763,347
Callithrix penicillata,918,331
Callithrix penicillata,1207,394
Callithrix penicillata,920,393
Callithrix penicillata,920,393
Callithrix penicillata,920,393
Callithrix penicillata,542,370
Callithrix penicillata,852,352
Callithrix penicillata,612,372
Callithrix penicillata,598,392
Callithrix penicillata,566,349
Callithrix penicillata,744,310
Callithrix penicillata,617,290
Callithrix penicillata,1062,310
Callithrix penicillata,599,310
Callithrix penicillata,605,290
Callithrix penicillata,199,301
Calomys tocantinsi,248,260
Calomys tocantinsi,159,258
Calomys tocantinsi,242,241
Calomys tocantinsi,170,237
Calomys tocantinsi,349,237
Calomys tocantinsi,260,258
Calomys tocantinsi,250,259
Calomys tocantinsi,250,259
Calomys tocantinsi,160,257
Calomys tocantinsi,170,237
Carterodon sulcidens,879,287
Carterodon sulcidens,772,347
Carterodon sulcidens,920,394
Carterodon sulcidens,383,304
Carterodon sulcidens,857,394
Carterodon sulcidens,457,117
Carterodon sulcidens,266,137
Carterodon sulcidens,323,70
Carterodon sulcidens,493,51
Carterodon sulcidens,1092,306
Carterodon sulcidens,308,207
Carterodon sulcidens,310,219
Celeus obrieni,255,279
Celeus obrieni,216,295
Celeus obrieni,152,257
Celeus obrieni,288,222
Celeus obrieni,284,279
Celeus obrieni,711,223
Celeus obrieni,159,257
Celeus obrieni,305,320
Celeus obrieni,604,265
Celeus obrieni,453,302
Celeus obrieni,185,277
Celeus obrieni,665,323
Celeus obrieni,211,278
Celeus obrieni,297,280
Celeus obrieni,303,260
Celeus obrieni,347,201
Celeus obrieni,229,278
Celeus obrieni,171,319
Celeus obrieni,194,338
Celeus obrieni,758,265
Celeus obrieni,366,281
Celeus obrieni,326,298
Celeus obrieni,250,259
Celeus obrieni,291,258
Celeus obrieni,335,304
Celeus obrieni,136,300
Celeus obrieni,189,278
Celeus obrieni,292,262
Celeus obrieni,307,262
Celeus obrieni,281,298
Celeus obrieni,515,261
Celeus obrieni,204,300
Celeus obrieni,632,265
Celeus obrieni,300,279
Celeus obrieni,281,303
Celeus obrieni,101,299
Celeus obrieni,244,281
Celeus obrieni,301,279
Celeus obrieni,652,282
Celeus obrieni,199,301
Celeus obrieni,295,278
Celeus obrieni,307,303
Celeus obrieni,307,303
Celeus obrieni,292,280
Celeus obrieni,485,301
Celeus obrieni,633,345
Celeus obrieni,310,380
Celeus obrieni,324,261
Celeus obrieni,124,358
Celeus obrieni,98,299
Celeus obrieni,607,265
Cercomacra ferdinandi,255,279
Cercomacra ferdinandi,74,296
Cercomacra ferdinandi,74,296
Cercomacra ferdinandi,74,296
Cercomacra ferdinandi,74,296
Cercomacra ferdinandi,161,258
Cercomacra ferdinandi,161,258
Cercomacra ferdinandi,161,258
Cercomacra ferdinandi,161,258
Cercomacra ferdinandi,94,298
Cercomacra ferdinandi,152,277
Cercomacra ferdinandi,115,297
Cercomacra ferdinandi,182,257
Cercomacra ferdinandi,159,257
Cercomacra ferdinandi,246,241
Cercomacra ferdinandi,246,241
Cercomacra ferdinandi,246,241
Cercomacra ferdinandi,246,241
Cercomacra ferdinandi,243,241
Cercomacra ferdinandi,243,241
Cercomacra ferdinandi,198,277
Cercomacra ferdinandi,119,277
Cercomacra ferdinandi,182,296
Cercomacra ferdinandi,121,296
Cercomacra ferdinandi,156,278
Cercomacra ferdinandi,86,297
Cercomacra ferdinandi,169,238
Cercomacra ferdinandi,160,319
Cercomacra ferdinandi,250,259
Cercomacra ferdinandi,170,237
Cercomacra ferdinandi,196,259
Cercomacra ferdinandi,291,258
Cercomacra ferdinandi,210,239
Cercomacra ferdinandi,106,298
Cercomacra ferdinandi,106,298
Cercomacra ferdinandi,106,298
Cercomacra ferdinandi,106,298
Cercomacra ferdinandi,106,298
Cercomacra ferdinandi,106,298
Cercomacra ferdinandi,106,298
Cercomacra ferdinandi,106,298
Cercomacra ferdinandi,106,298
Cercomacra ferdinandi,106,298
Cercomacra ferdinandi,98,298
Cercomacra ferdinandi,154,257
Cercomacra ferdinandi,301,279
Cercomacra ferdinandi,199,297
Cercomacra ferdinandi,85,297
Cercomacra ferdinandi,152,257
Cercomacra ferdinandi,237,258
Cercomacra ferdinandi,200,298
Cercomacra ferdinandi,88,317
Cercomacra ferdinandi,194,259
Cercomacra ferdinandi,157,319
Cercomacra ferdinandi,98,298
Cercomacra ferdinandi,201,298
Cercomacra ferdinandi,96,297
Cercomacra ferdinandi,69,295
Cercomacra ferdinandi,281,260
Cercomacra ferdinandi,181,239
Cercomacra ferdinandi,161,258
Cercomacra ferdinandi,161,258
Cercomacra ferdinandi,161,258
Cercomacra ferdinandi,184,239
Cercomacra ferdinandi,184,239
Cercomacra ferdinandi,319,261
Cerradomys akroai,445,362
Cerradomys akroai,616,323
Cerradomys marinhus,555,225
Cerradomys marinhus,605,225
Cerradomys marinhus,864,347
Cerradomys marinhus,772,347
Cerradomys marinhus,738,309
Cerradomys marinhus,690,309
Cerradomys marinhus,575,367
Cerradomys marinhus,917,285
Cerradomys marinhus,884,308
Cerradomys marinhus,616,323
Cerradomys scotti,195,32
Cerradomys scotti,56,124
Cerradomys scotti,696,309
Cerradomys scotti,1220,307
Cerradomys scotti,1071,306
Cerradomys scotti,1136,306
Cerradomys scotti,909,304
Cerradomys scotti,615,292
Cerradomys scotti,642,202
Cerradomys scotti,1115,304
Cerradomys scotti,569,341
Cerradomys scotti,555,225
Cerradomys scotti,86,142
Cerradomys scotti,697,201
Cerradomys scotti,580,122
Cerradomys scotti,1135,306
Cerradomys scotti,1088,306
Cerradomys scotti,612,159
Cerradomys scotti,884,308
Cerradomys scotti,575,367
Cerradomys scotti,864,347
Cerradomys scotti,610,310
Cerradomys scotti,917,329
Cerradomys scotti,817,346
Cerradomys scotti,989,285
Cerradomys scotti,772,347
Cerradomys scotti,599,310
Cerradomys scotti,599,310
Cerradomys scotti,843,309
Cerradomys scotti,843,309
Cerradomys scotti,690,181
Cerradomys scotti,563,287
Cerradomys scotti,366,165
Cerradomys scotti,852,394
Cerradomys scotti,447,283
Cerradomys scotti,332,303
Cerradomys scotti,766,203
Cerradomys scotti,446,200
Cerradomys scotti,688,328
Cerradomys scotti,913,330
Cerradomys scotti,1069,306
Cerradomys scotti,456,322
Cerradomys scotti,457,202
Cerradomys scotti,234,116
Cerradomys scotti,917,309
Cerradomys scotti,690,309
Cerradomys scotti,511,51
Cerradomys scotti,1092,306
Cerradomys scotti,1092,306
Cerradomys scotti,759,346
Cerradomys scotti,383,304
Cerradomys scotti,916,308
Cerradomys scotti,932,306
Cerradomys scotti,943,305
Cerradomys scotti,624,244
Cerradomys scotti,755,347
Cerradomys scotti,920,394
Cerradomys scotti,883,393
Cerradomys scotti,310,219
Cerradomys scotti,740,203
Cerradomys scotti,266,137
Cerradomys scotti,567,94
Cerradomys scotti,688,159
Cerradomys scotti,661,137
Cerradomys scotti,242,241
Cerradomys scotti,661,137
Cerradomys scotti,223,117
Cerradomys scotti,376,114
Cerradomys scotti,277,303
Cerradomys scotti,257,302
Charitospiza eucosma,613,351
Charitospiza eucosma,255,279
Charitospiza eucosma,1140,305
Charitospiza eucosma,277,359
Charitospiza eucosma,655,323
Charitospiza eucosma,629,202
Charitospiza eucosma,1156,304
Charitospiza eucosma,281,341
Charitospiza eucosma,277,341
Charitospiza eucosma,220,296
Charitospiza eucosma,663,371
Charitospiza eucosma,1095,306
Charitospiza eucosma,822,393
Charitospiza eucosma,74,296
Charitospiza eucosma,75,296
Charitospiza eucosma,316,227
Charitospiza eucosma,518,348
Charitospiza eucosma,244,340
Charitospiza eucosma,311,219
Charitospiza eucosma,838,286
Charitospiza eucosma,583,349
Charitospiza eucosma,1092,306
Charitospiza eucosma,209,280
Charitospiza eucosma,841,312
Charitospiza eucosma,597,348
Charitospiza eucosma,891,393
Charitospiza eucosma,711,223
Charitospiza eucosma,706,287
Charitospiza eucosma,914,308
Charitospiza eucosma,915,285
Charitospiza eucosma,220,53
Charitospiza eucosma,115,297
Charitospiza eucosma,524,225
Charitospiza eucosma,876,308
Charitospiza eucosma,216,381
Charitospiza eucosma,498,323
Charitospiza eucosma,310,362
Charitospiza eucosma,961,411
Charitospiza eucosma,757,137
Charitospiza eucosma,740,137
Charitospiza eucosma,821,347
Charitospiza eucosma,688,203
Charitospiza eucosma,986,306
Charitospiza eucosma,1037,285
Charitospiza eucosma,576,367
Charitospiza eucosma,757,137
Charitospiza eucosma,610,289
Charitospiza eucosma,611,389
Charitospiza eucosma,913,394
Charitospiza eucosma,893,332
Charitospiza eucosma,613,204
Charitospiza eucosma,1210,307
Charitospiza eucosma,198,138
Charitospiza eucosma,173,138
Charitospiza eucosma,610,393
Charitospiza eucosma,613,393
Charitospiza eucosma,217,297
Charitospiza eucosma,1199,392
Charitospiza eucosma,855,312
Charitospiza eucosma,1049,306
Charitospiza eucosma,310,362
Charitospiza eucosma,564,342
Charitospiza eucosma,1087,306
Charitospiza eucosma,1112,306
Charitospiza eucosma,531,311
Charitospiza eucosma,858,286
Charitospiza eucosma,557,349
Charitospiza eucosma,609,372
Charitospiza eucosma,711,393
Charitospiza eucosma,947,332
Charitospiza eucosma,395,362
Charitospiza eucosma,326,341
Charitospiza eucosma,618,372
Charitospiza eucosma,612,350
Charitospiza eucosma,807,371
Charitospiza eucosma,342,137
Charitospiza eucosma,221,280
Charitospiza eucosma,438,385
Charitospiza eucosma,702,327
Charitospiza eucosma,673,285
Charitospiza eucosma,407,382
Charitospiza eucosma,609,372
Charitospiza eucosma,435,325
Charitospiza eucosma,111,402
Charitospiza eucosma,922,327
Charitospiza eucosma,921,327
Charitospiza eucosma,765,347
Charitospiza eucosma,509,50
Charitospiza eucosma,474,363
Charitospiza eucosma,797,286
Charitospiza eucosma,199,301
Charitospiza eucosma,1060,306
Charitospiza eucosma,658,329
Charitospiza eucosma,870,286
Charitospiza eucosma,514,226
Charitospiza eucosma,563,181
Charitospiza eucosma,649,332
Charitospiza eucosma,940,394
Charitospiza eucosma,148,300
Charitospiza eucosma,777,344
Charitospiza eucosma,540,343
Charitospiza eucosma,674,203
Charitospiza eucosma,136,300
Charitospiza eucosma,750,391
Charitospiza eucosma,617,264
Charitospiza eucosma,616,323
Charitospiza eucosma,607,244
Charitospiza eucosma,213,300
Charitospiza eucosma,98,298
Charitospiza eucosma,993,287
Charitospiza eucosma,618,342
Charitospiza eucosma,291,359
Charitospiza eucosma,742,203
Charitospiza eucosma,458,342
Charitospiza eucosma,1077,306
Charitospiza eucosma,759,347
Charitospiza eucosma,1047,310
Charitospiza eucosma,98,299
Charitospiza eucosma,245,281
Charitospiza eucosma,913,330
Charitospiza eucosma,542,370
Charitospiza eucosma,525,370
Charitospiza eucosma,769,285
Charitospiza eucosma,301,279
Charitospiza eucosma,1027,306
Charitospiza eucosma,698,372
Charitospiza eucosma,280,222
Charitospiza eucosma,199,301
Charitospiza eucosma,1099,306
Charitospiza eucosma,682,309
Charitospiza eucosma,303,222
Charitospiza eucosma,845,346
Charitospiza eucosma,401,72
Charitospiza eucosma,906,393
Charitospiza eucosma,400,72
Charitospiza eucosma,915,312
Charitospiza eucosma,733,304
Charitospiza eucosma,634,202
Charitospiza eucosma,535,283
Charitospiza eucosma,933,393
Charitospiza eucosma,474,363
Charitospiza eucosma,555,365
Charitospiza eucosma,564,363
Charitospiza eucosma,1040,305
Charitospiza eucosma,307,302
Charitospiza eucosma,276,340
Charitospiza eucosma,193,300
Charitospiza eucosma,874,345
Charitospiza eucosma,1009,410
Charitospiza eucosma,887,393
Charitospiza eucosma,254,340
Charitospiza eucosma,145,300
Charitospiza eucosma,314,340
Charitospiza eucosma,321,227
Charitospiza eucosma,610,371
Charitospiza eucosma,688,309
Charitospiza eucosma,690,309
Charitospiza eucosma,586,348
Charitospiza eucosma,266,137
Charitospiza eucosma,913,431
Charitospiza eucosma,655,333
Charitospiza eucosma,260,297
Charitospiza eucosma,400,52
Chiasmocleis albopunctata,481,220
Chiasmocleis albopunctata,610,202
Chiasmocleis albopunctata,615,202
Chiasmocleis albopunctata,1018,304
Chiasmocleis albopunctata,316,207
Chiasmocleis albopunctata,579,225
Chiasmocleis albopunctata,610,225
Chiasmocleis albopunctata,177,142
Chiasmocleis albopunctata,327,74
Chiasmocleis albopunctata,615,312
Chiasmocleis albopunctata,569,271
Chiasmocleis albopunctata,569,271
Chiasmocleis albopunctata,578,271
Chiasmocleis albopunctata,264,297
Chiasmocleis albopunctata,264,297
Chiasmocleis albopunctata,457,222
Chiasmocleis albopunctata,550,290
Chiasmocleis albopunctata,723,284
Chiasmocleis albopunctata,595,290
Chiasmocleis albopunctata,312,123
Chiasmocleis albopunctata,885,394
Chiasmocleis albopunctata,304,122
Chiasmocleis albopunctata,397,122
Chiasmocleis albopunctata,397,122
Chiasmocleis albopunctata,524,122
Chiasmocleis albopunctata,916,292
Chiasmocleis albopunctata,778,292
Chiasmocleis albopunctata,778,292
Chiasmocleis albopunctata,1099,306
Chiasmocleis albopunctata,1081,306
Chiasmocleis albopunctata,1092,306
Chiasmocleis albopunctata,1000,306
Chiasmocleis albopunctata,1000,306
Chiasmocleis albopunctata,740,312
Chiasmocleis albopunctata,740,312
Chiasmocleis albopunctata,656,370
Chiasmocleis albopunctata,886,327
Chiasmocleis albopunctata,161,318
Chiasmocleis albopunctata,178,318
Chiasmocleis albopunctata,302,318
Chiasmocleis albopunctata,205,318
Chiasmocleis albopunctata,140,297
Chiasmocleis albopunctata,151,297
Chiasmocleis albopunctata,252,318
Chiasmocleis albopunctata,115,297
Chiasmocleis albopunctata,158,257
Chiasmocleis albopunctata,734,308
Chiasmocleis albopunctata,298,137
Chiasmocleis albopunctata,772,367
Chiasmocleis albopunctata,609,304
Chiasmocleis albopunctata,673,412
Chiasmocleis albopunctata,673,412
Chiasmocleis albopunctata,236,137
Chiasmocleis albopunctata,179,318
Chiasmocleis albopunctata,221,318
Chiasmocleis albopunctata,209,297
Chiasmocleis albopunctata,777,286
Chiasmocleis albopunctata,425,264
Chiasmocleis albopunctata,763,265
Chiasmocleis albopunctata,209,299
Chiasmocleis albopunctata,272,299
Chiasmocleis albopunctata,305,299
Chiasmocleis albopunctata,629,313
Chiasmocleis albopunctata,289,301
Chiasmocleis albopunctata,902,306
Chiasmocleis albopunctata,457,269
Chiasmocleis albopunctata,442,165
Chiasmocleis albopunctata,600,312
Chiasmocleis albopunctata,469,303
Chiasmocleis albopunctata,399,303
Chiasmocleis albopunctata,457,303
Chiasmocleis albopunctata,417,303
Chiasmocleis albopunctata,465,303
Chiasmocleis albopunctata,824,203
Chiasmocleis albopunctata,457,324
Chiasmocleis albopunctata,796,304
Chiasmocleis albopunctata,187,117
Chiasmocleis albopunctata,1045,394
Chiasmocleis albopunctata,468,221
Chiasmocleis albopunctata,460,290
Chiasmocleis albopunctata,447,290
Chiasmocleis albopunctata,1193,394
Chiasmocleis albopunctata,933,285
Chiasmocleis albopunctata,461,300
Chiasmocleis albopunctata,461,300
Chiasmocleis albopunctata,207,298
Chiasmocleis albopunctata,160,298
Chiasmocleis albopunctata,738,328
Chiasmocleis albopunctata,279,303
Chiasmocleis albopunctata,276,303
Chiasmocleis albopunctata,285,303
Chiasmocleis albopunctata,282,303
Chiasmocleis albopunctata,618,244
Chiasmocleis albopunctata,921,331
Chiasmocleis albopunctata,243,281
Chiasmocleis albopunctata,911,285
Chiasmocleis albopunctata,915,285
Chiasmocleis albopunctata,887,285
Chiasmocleis albopunctata,534,290
Chiasmocleis albopunctata,504,292
Chiasmocleis albopunctata,644,307
Chiasmocleis albopunctata,156,116
Chiasmocleis albopunctata,205,280
Chiasmocleis albopunctata,163,300
Chiasmocleis albopunctata,166,300
Chiasmocleis albopunctata,609,312
Chiasmocleis albopunctata,596,312
Chiasmocleis albopunctata,620,202
Chiasmocleis albopunctata,631,202
Chiasmocleis albopunctata,635,202
Chiasmocleis albopunctata,1231,393
Chiasmocleis albopunctata,602,325
Chiasmocleis albopunctata,906,286
Chiasmocleis albopunctata,548,290
Chiasmocleis albopunctata,582,290
Chiasmocleis albopunctata,281,227
Chiasmocleis albopunctata,623,308
Chiasmocleis albopunctata,690,309
Chiasmocleis albopunctata,779,309
Chiasmocleis albopunctata,604,327
Chiasmocleis albopunctata,609,74
Chiasmocleis centralis,277,242
Chironius brazili*,943,273
Chironius brazili*,1123,304
Chironius brazili*,1123,304
Chironius brazili*,1123,304
Chironius brazili*,1123,304
Chironius brazili*,1123,304
Chironius brazili*,1123,304
Chironius brazili*,1123,304
Chironius brazili*,881,272
Chironius brazili*,881,272
Chironius brazili*,876,394
Chironius brazili*,788,292
Chironius brazili*,870,292
Chironius brazili*,611,313
Chironius brazili*,1087,306
Chironius brazili*,1087,306
Chironius brazili*,1087,306
Chironius brazili*,1087,306
Chironius brazili*,1087,306
Chironius brazili*,1087,306
Chironius brazili*,607,293
Chironius brazili*,806,415
Chironius brazili*,806,415
Chironius brazili*,806,415
Chironius brazili*,892,375
Chironius brazili*,892,375
Chironius brazili*,855,414
Chironius brazili*,855,414
Chironius brazili*,887,394
Chironius brazili*,854,412
Chironius brazili*,854,412
Chironius brazili*,756,264
Chironius brazili*,1199,392
Chironius brazili*,918,273
Chironius brazili*,748,412
Chironius brazili*,843,309
Chironius brazili*,914,394
Chironius brazili*,914,394
Chironius brazili*,786,393
Chironius brazili*,830,272
Chironius brazili*,830,272
Chironius brazili*,924,374
Chironius brazili*,826,396
Chironius brazili*,930,306
Chironius brazili*,930,306
Chironius brazili*,930,306
Chironius brazili*,930,306
Chironius brazili*,665,415
Chironius brazili*,738,309
Chironius brazili*,1231,394
Chironius brazili*,914,273
Chironius brazili*,914,273
Chironius brazili*,913,374
Chironius brazili*,769,285
Chironius brazili*,769,285
Chironius brazili*,1511,333
Chironius brazili*,914,350
Chironius brazili*,919,273
Chironius brazili*,914,273
Chironius brazili*,914,273
Chironius brazili*,901,352
Chironius brazili*,901,352
Chironius brazili*,901,352
Chironius brazili*,901,352
Chironius brazili*,901,352
Chironius brazili*,981,394
Chironius brazili*,930,310
Chironius brazili*,1074,393
Chironius brazili*,813,414
Chironius brazili*,597,313
Chironius brazili*,683,309
Chironius brazili*,916,272
Chironius brazili*,917,273
Chironius brazili*,917,273
Cinclodes espinhacensis,900,394
Cinclodes espinhacensis,1228,393
Cinclodes espinhacensis,1170,393
Cinclodes espinhacensis,1268,393
Cinclodes espinhacensis,1512,393
Cinclodes espinhacensis,680,414
Cinclodes espinhacensis,1268,393
Cinclodes espinhacensis,859,394
Cinclodes espinhacensis,1537,393
Cinclodes espinhacensis,1093,393
Cinclodes espinhacensis,1653,393
Cinclodes espinhacensis,1507,393
Cinclodes espinhacensis,1537,393
Cinclodes espinhacensis,1505,393
Cinclodes espinhacensis,1545,393
Cinclodes espinhacensis,1519,393
Cinclodes espinhacensis,1542,393
Cinclodes espinhacensis,1519,393
Cinclodes espinhacensis,1579,393
Cinclodes espinhacensis,1562,393
Cinclodes espinhacensis,1653,393
Cinclodes espinhacensis,1463,393
Cinclodes espinhacensis,1285,393
Cinclodes espinhacensis,1269,393
Cinclodes espinhacensis,1291,393
Cinclodes espinhacensis,1291,393
Cinclodes espinhacensis,1228,393
Cinclodes espinhacensis,1268,393
Cinclodes espinhacensis,931,393
Cinclodes espinhacensis,1545,393
Cinclodes espinhacensis,1580,393
Cinclodes espinhacensis,1533,393
Cinclodes espinhacensis,1236,393
Cinclodes espinhacensis,907,414
Cinclodes espinhacensis,948,414
Cinclodes espinhacensis,948,393
Cinclodes espinhacensis,1103,393
Cinclodes espinhacensis,1525,393
Cinclodes espinhacensis,1524,393
Cinclodes espinhacensis,1512,393
Cinclodes espinhacensis,1506,393
Cinclodes espinhacensis,1528,393
Cinclodes espinhacensis,1154,393
Cinclodes espinhacensis,1401,394
Cinclodes espinhacensis,1474,394
Clibanornis rectirostris,593,310
Clibanornis rectirostris,1156,304
Clibanornis rectirostris,297,227
Clibanornis rectirostris,1122,395
Clibanornis rectirostris,177,142
Clibanornis rectirostris,614,333
Clibanornis rectirostris,1049,331
Clibanornis rectirostris,672,332
Clibanornis rectirostris,868,352
Clibanornis rectirostris,605,324
Clibanornis rectirostris,621,345
Clibanornis rectirostris,719,309
Clibanornis rectirostris,701,391
Clibanornis rectirostris,757,311
Clibanornis rectirostris,599,290
Clibanornis rectirostris,178,123
Clibanornis rectirostris,823,394
Clibanornis rectirostris,860,394
Clibanornis rectirostris,102,96
Clibanornis rectirostris,743,373
Clibanornis rectirostris,921,286
Clibanornis rectirostris,300,122
Clibanornis rectirostris,844,334
Clibanornis rectirostris,583,349
Clibanornis rectirostris,1092,306
Clibanornis rectirostris,679,311
Clibanornis rectirostris,657,312
Clibanornis rectirostris,597,348
Clibanornis rectirostris,663,310
Clibanornis rectirostris,519,370
Clibanornis rectirostris,849,332
Clibanornis rectirostris,706,287
Clibanornis rectirostris,1196,393
Clibanornis rectirostris,602,163
Clibanornis rectirostris,895,394
Clibanornis rectirostris,925,374
Clibanornis rectirostris,876,308
Clibanornis rectirostris,845,394
Clibanornis rectirostris,815,310
Clibanornis rectirostris,1037,285
Clibanornis rectirostris,610,289
Clibanornis rectirostris,588,310
Clibanornis rectirostris,610,333
Clibanornis rectirostris,610,333
Clibanornis rectirostris,922,395
Clibanornis rectirostris,277,163
Clibanornis rectirostris,926,395
Clibanornis rectirostris,607,312
Clibanornis rectirostris,613,204
Clibanornis rectirostris,285,161
Clibanornis rectirostris,915,331
Clibanornis rectirostris,613,393
Clibanornis rectirostris,706,331
Clibanornis rectirostris,619,312
Clibanornis rectirostris,862,394
Clibanornis rectirostris,1049,306
Clibanornis rectirostris,856,306
Clibanornis rectirostris,402,121
Clibanornis rectirostris,1087,306
Clibanornis rectirostris,828,351
Clibanornis rectirostris,531,311
Clibanornis rectirostris,819,264
Clibanornis rectirostris,609,372
Clibanornis rectirostris,286,143
Clibanornis rectirostris,863,307
Clibanornis rectirostris,617,433
Clibanornis rectirostris,737,332
Clibanornis rectirostris,674,311
Clibanornis rectirostris,193,143
Clibanornis rectirostris,764,309
Clibanornis rectirostris,709,412
Clibanornis rectirostris,825,310
Clibanornis rectirostris,630,309
Clibanornis rectirostris,618,372
Clibanornis rectirostris,878,310
Clibanornis rectirostris,612,350
Clibanornis rectirostris,687,311
Clibanornis rectirostris,1065,306
Clibanornis rectirostris,698,311
Clibanornis rectirostris,611,333
Clibanornis rectirostris,673,332
Clibanornis rectirostris,472,325
Clibanornis rectirostris,673,285
Clibanornis rectirostris,492,369
Clibanornis rectirostris,921,327
Clibanornis rectirostris,610,372
Clibanornis rectirostris,920,332
Clibanornis rectirostris,888,411
Clibanornis rectirostris,797,286
Clibanornis rectirostris,639,309
Clibanornis rectirostris,870,286
Clibanornis rectirostris,823,312
Clibanornis rectirostris,912,330
Clibanornis rectirostris,610,310
Clibanornis rectirostris,769,352
Clibanornis rectirostris,864,374
Clibanornis rectirostris,742,264
Clibanornis rectirostris,840,332
Clibanornis rectirostris,563,287
Clibanornis rectirostris,898,374
Clibanornis rectirostris,300,159
Clibanornis rectirostris,785,333
Clibanornis rectirostris,610,334
Clibanornis rectirostris,468,389
Clibanornis rectirostris,725,285
Clibanornis rectirostris,252,143
Clibanornis rectirostris,610,311
Clibanornis rectirostris,563,291
Clibanornis rectirostris,875,310
Clibanornis rectirostris,700,350
Clibanornis rectirostris,665,311
Clibanornis rectirostris,758,352
Clibanornis rectirostris,940,394
Clibanornis rectirostris,920,394
Clibanornis rectirostris,268,228
Clibanornis rectirostris,916,374
Clibanornis rectirostris,954,374
Clibanornis rectirostris,740,352
Clibanornis rectirostris,689,346
